id, number_of_iterations, initial_pop, final_pop, initial_density, final_density, end_status, elapsed_time
434, 2, 5, 0, 0.500000, 0.000000, empty, 0.000336
435, 3, 5, 6, 0.500000, 0.500000, stable, 0.000227
436, 5, 6, 4, 0.600000, 1.000000, stable, 0.000707
437, 5, 5, 0, 0.500000, 0.000000, empty, 0.000264
438, 3, 6, 4, 0.600000, 1.000000, stable, 0.000508
439, 4, 6, 6, 0.600000, 0.500000, stable, 0.000261
440, 9, 7, 0, 0.700000, 0.000000, empty, 0.000513
441, 3, 5, 6, 0.500000, 0.500000, stable, 0.000882
442, 3, 6, 8, 0.600000, 0.500000, stable, 0.000322
443, 5, 6, 4, 0.600000, 1.000000, stable, 0.000404
444, 18, 7, 3, 0.700000, 1.000000, period_2, 0.000681
445, 5, 6, 5, 0.600000, 0.555556, stable, 0.000317
446, 4, 7, 0, 0.700000, 0.000000, empty, 0.000422
447, 5, 7, 4, 0.700000, 1.000000, stable, 0.000281
448, 16, 8, 12, 0.800000, 0.244898, period_2, 0.000769
449, 2, 3, 3, 1.000000, 1.000000, period_2, 0.000275
450, 5, 4, 0, 0.500000, 0.000000, empty, 0.000292
451, 4, 4, 6, 0.666667, 0.500000, stable, 0.000291
452, 5, 5, 0, 0.625000, 0.000000, empty, 0.000505
453, 11, 4, 12, 0.666667, 0.244898, period_2, 0.000565
454, 5, 5, 8, 0.625000, 0.500000, stable, 0.000317
455, 4, 5, 0, 0.833333, 0.000000, empty, 0.000339
456, 3, 6, 6, 0.750000, 0.375000, period_2, 0.000354
457, 4, 4, 6, 0.666667, 0.500000, stable, 0.000423
458, 178, 5, 55, 0.625000, 0.040741, period_2, 0.007552
459, 4, 5, 0, 0.833333, 0.000000, empty, 0.000410
460, 5, 6, 5, 0.750000, 0.555556, stable, 0.000394
461, 4, 5, 0, 0.833333, 0.000000, empty, 0.000343
462, 4, 6, 0, 0.750000, 0.000000, empty, 0.000263
463, 2, 6, 6, 1.000000, 0.500000, stable, 0.000256
464, 20, 7, 24, 0.875000, 0.142012, stable, 0.000798
465, 5, 4, 0, 0.500000, 0.000000, empty, 0.000300
466, 11, 5, 12, 0.500000, 0.244898, period_2, 0.000499
467, 178, 5, 55, 0.625000, 0.040741, period_2, 0.008205
468, 8, 6, 0, 0.600000, 0.000000, empty, 0.000375
469, 5, 5, 8, 0.625000, 0.500000, stable, 0.000302
470, 9, 6, 12, 0.600000, 0.244898, period_2, 0.000546
471, 4, 6, 0, 0.750000, 0.000000, empty, 0.000278
472, 4, 7, 4, 0.700000, 1.000000, stable, 0.000294
473, 5, 5, 0, 0.625000, 0.000000, empty, 0.000281
474, 8, 6, 0, 0.600000, 0.000000, empty, 0.000476
475, 5, 6, 5, 0.750000, 0.555556, stable, 0.000405
476, 175, 7, 55, 0.700000, 0.040741, period_2, 0.007625
477, 2, 6, 6, 0.750000, 0.750000, period_2, 0.000236
478, 4, 7, 4, 0.700000, 1.000000, stable, 0.000259
479, 20, 7, 24, 0.875000, 0.142012, stable, 0.000992
480, 18, 8, 12, 0.800000, 0.244898, period_2, 0.000850
481, 3, 4, 6, 1.000000, 0.500000, stable, 0.000299
482, 11, 5, 12, 0.625000, 0.244898, period_2, 0.000551
483, 3, 5, 0, 0.625000, 0.000000, empty, 0.000217
484, 3, 6, 5, 0.750000, 0.555556, stable, 0.000279
485, 3, 5, 0, 0.625000, 0.000000, empty, 0.000308
486, 5, 6, 4, 0.750000, 1.000000, stable, 0.000699
487, 4, 6, 4, 0.750000, 1.000000, stable, 0.000284
488, 20, 7, 24, 0.875000, 0.142012, stable, 0.000976
489, 11, 5, 12, 0.625000, 0.244898, period_2, 0.000508
490, 15, 6, 0, 0.750000, 0.000000, empty, 0.000751
491, 5, 6, 4, 0.750000, 1.000000, stable, 0.000327
492, 4, 7, 4, 0.875000, 1.000000, stable, 0.000343
493, 3, 6, 5, 0.750000, 0.555556, stable, 0.000244
494, 4, 7, 4, 0.875000, 1.000000, stable, 0.000479
495, 20, 7, 24, 0.875000, 0.142012, stable, 0.001060
496, 2, 8, 8, 1.000000, 0.500000, stable, 0.000320
497, 6, 5, 7, 0.500000, 0.437500, stable, 0.000463
498, 5, 6, 3, 0.600000, 1.000000, period_2, 0.000473
499, 5, 6, 3, 0.600000, 1.000000, period_2, 0.000347
500, 18, 7, 24, 0.700000, 0.142012, stable, 0.000967
501, 5, 6, 8, 0.600000, 0.500000, stable, 0.000355
502, 16, 7, 0, 0.700000, 0.000000, empty, 0.000670
503, 5, 7, 4, 0.700000, 1.000000, stable, 0.000339
504, 3, 8, 6, 0.800000, 0.666667, stable, 0.000310
505, 4, 6, 0, 0.600000, 0.000000, empty, 0.000245
506, 5, 7, 3, 0.700000, 1.000000, period_2, 0.000362
507, 7, 7, 6, 0.700000, 0.500000, stable, 0.000387
508, 106, 8, 15, 0.800000, 0.059524, period_2, 0.003663
509, 7, 7, 4, 0.700000, 1.000000, stable, 0.009797
510, 7, 8, 0, 0.800000, 0.000000, empty, 0.000393
511, 68, 8, 16, 0.800000, 0.069565, stable, 0.002458
512, 7, 9, 8, 0.900000, 0.800000, stable, 0.000355
513, 1, 1, 0, 1.000000, 0.000000, empty, 0.000182
514, 1, 2, 0, 0.200000, 0.000000, empty, 0.000185
515, 1, 2, 0, 0.250000, 0.000000, empty, 0.000172
516, 1, 3, 0, 0.300000, 0.000000, empty, 0.000179
517, 1, 2, 0, 0.333333, 0.000000, empty, 0.000171
518, 1, 3, 0, 0.300000, 0.000000, empty, 0.000408
519, 1, 3, 0, 0.375000, 0.000000, empty, 0.000360
520, 4, 4, 3, 0.400000, 1.000000, period_2, 0.000351
521, 1, 2, 0, 0.500000, 0.000000, empty, 0.000173
522, 1, 3, 0, 0.300000, 0.000000, empty, 0.000253
523, 1, 3, 0, 0.375000, 0.000000, empty, 0.000243
524, 1, 4, 0, 0.400000, 0.000000, empty, 0.000292
525, 2, 3, 0, 0.500000, 0.000000, empty, 0.000225
526, 2, 4, 0, 0.400000, 0.000000, empty, 0.000215
527, 5, 4, 0, 0.500000, 0.000000, empty, 0.000356
528, 6, 5, 7, 0.500000, 0.437500, stable, 0.000335
529, 1, 2, 0, 1.000000, 0.000000, empty, 0.000195
530, 1, 3, 0, 0.300000, 0.000000, empty, 0.000200
531, 1, 3, 0, 0.375000, 0.000000, empty, 0.000183
532, 1, 4, 0, 0.400000, 0.000000, empty, 0.000201
533, 2, 3, 0, 0.500000, 0.000000, empty, 0.000293
534, 2, 4, 0, 0.400000, 0.000000, empty, 0.000206
535, 2, 4, 0, 0.500000, 0.000000, empty, 0.000253
536, 4, 5, 0, 0.500000, 0.000000, empty, 0.000367
537, 2, 3, 4, 0.750000, 1.000000, stable, 0.000302
538, 2, 4, 4, 0.400000, 1.000000, stable, 0.000261
539, 2, 4, 4, 0.500000, 1.000000, stable, 0.000254
540, 2, 5, 4, 0.500000, 1.000000, stable, 0.000288
541, 4, 4, 6, 0.666667, 0.500000, stable, 0.000407
542, 4, 5, 6, 0.500000, 0.500000, stable, 0.000365
543, 11, 5, 12, 0.625000, 0.244898, period_2, 0.000546
544, 43, 6, 6, 0.600000, 0.085714, period_2, 0.001210
545, 1, 2, 0, 0.400000, 0.000000, empty, 0.000300
546, 1, 3, 0, 0.300000, 0.000000, empty, 0.000291
547, 1, 3, 0, 0.300000, 0.000000, empty, 0.000251
548, 2, 4, 4, 0.400000, 1.000000, stable, 0.000334
549, 1, 3, 0, 0.300000, 0.000000, empty, 0.000208
550, 2, 4, 0, 0.400000, 0.000000, empty, 0.000218
551, 2, 4, 0, 0.400000, 0.000000, empty, 0.000230
552, 4, 5, 6, 0.500000, 0.500000, stable, 0.000285
553, 1, 3, 0, 0.300000, 0.000000, empty, 0.000183
554, 1, 4, 0, 0.400000, 0.000000, empty, 0.000211
555, 1, 4, 0, 0.400000, 0.000000, empty, 0.000172
556, 2, 5, 4, 0.500000, 1.000000, stable, 0.000228
557, 2, 4, 0, 0.400000, 0.000000, empty, 0.000258
558, 2, 5, 0, 0.500000, 0.000000, empty, 0.000275
559, 11, 5, 12, 0.500000, 0.244898, period_2, 0.000665
560, 5, 6, 3, 0.600000, 1.000000, period_2, 0.000318
561, 1, 3, 0, 0.300000, 0.000000, empty, 0.000217
562, 1, 4, 0, 0.400000, 0.000000, empty, 0.000223
563, 1, 4, 0, 0.400000, 0.000000, empty, 0.001444
564, 2, 5, 4, 0.500000, 1.000000, stable, 0.000245
565, 2, 4, 0, 0.400000, 0.000000, empty, 0.000220
566, 2, 5, 0, 0.500000, 0.000000, empty, 0.000263
567, 2, 5, 0, 0.500000, 0.000000, empty, 0.000232
568, 177, 6, 55, 0.600000, 0.037749, period_2, 0.008198
569, 2, 4, 4, 0.400000, 1.000000, stable, 0.000540
570, 2, 5, 4, 0.500000, 1.000000, stable, 0.000478
571, 2, 5, 4, 0.500000, 1.000000, stable, 0.000376
572, 2, 6, 8, 0.600000, 0.800000, stable, 0.000216
573, 4, 5, 6, 0.500000, 0.500000, stable, 0.000369
574, 177, 6, 55, 0.600000, 0.037749, period_2, 0.008777
575, 5, 6, 3, 0.600000, 1.000000, period_2, 0.000348
576, 35, 7, 48, 0.700000, 0.284024, period_3, 0.001670
577, 1, 2, 0, 0.500000, 0.000000, empty, 0.000174
578, 1, 3, 0, 0.300000, 0.000000, empty, 0.000178
579, 1, 3, 0, 0.375000, 0.000000, empty, 0.000181
580, 2, 4, 4, 0.400000, 1.000000, stable, 0.000523
581, 1, 3, 0, 0.375000, 0.000000, empty, 0.000147
582, 2, 4, 0, 0.400000, 0.000000, empty, 0.046183
583, 2, 4, 4, 0.500000, 1.000000, stable, 0.029608
584, 11, 5, 12, 0.500000, 0.244898, period_2, 0.025960
585, 1, 3, 0, 0.375000, 0.000000, empty, 0.028363
586, 1, 4, 0, 0.400000, 0.000000, empty, 0.000226
587, 2, 4, 0, 0.500000, 0.000000, empty, 0.033701
588, 3, 5, 6, 0.500000, 0.500000, stable, 0.026714
589, 2, 4, 4, 0.500000, 1.000000, stable, 0.022871
590, 3, 5, 6, 0.500000, 0.500000, stable, 0.018560
591, 177, 5, 55, 0.625000, 0.037749, period_2, 0.010848
592, 5, 6, 3, 0.600000, 1.000000, period_2, 0.000364
593, 1, 3, 0, 0.375000, 0.000000, empty, 0.000262
594, 1, 4, 0, 0.400000, 0.000000, empty, 0.000226
595, 1, 4, 0, 0.500000, 0.000000, empty, 0.000180
596, 2, 5, 4, 0.500000, 1.000000, stable, 0.000268
597, 2, 4, 0, 0.500000, 0.000000, empty, 0.000239
598, 2, 5, 0, 0.500000, 0.000000, empty, 0.000227
599, 3, 5, 6, 0.625000, 0.500000, stable, 0.000264
600, 17, 6, 0, 0.600000, 0.000000, empty, 0.000769
601, 2, 4, 4, 0.500000, 1.000000, stable, 0.000304
602, 2, 5, 4, 0.500000, 1.000000, stable, 0.000219
603, 3, 5, 6, 0.625000, 0.500000, stable, 0.000274
604, 11, 6, 0, 0.600000, 0.000000, empty, 0.000473
605, 177, 5, 55, 0.625000, 0.037749, period_2, 0.007699
606, 8, 6, 0, 0.600000, 0.000000, empty, 0.000411
607, 15, 6, 0, 0.750000, 0.000000, empty, 0.001059
608, 7, 7, 6, 0.700000, 0.500000, stable, 0.000417
609, 1, 3, 0, 0.600000, 0.000000, empty, 0.000147
610, 2, 4, 4, 0.400000, 1.000000, stable, 0.000319
611, 2, 4, 4, 0.400000, 1.000000, stable, 0.000330
612, 2, 5, 4, 0.500000, 1.000000, stable, 0.000371
613, 2, 4, 0, 0.400000, 0.000000, empty, 0.000291
614, 3, 5, 4, 0.500000, 1.000000, stable, 0.000389
615, 3, 5, 6, 0.500000, 0.500000, stable, 0.000283
616, 4, 6, 0, 0.600000, 0.000000, empty, 0.000438
617, 1, 4, 0, 0.400000, 0.000000, empty, 0.000321
618, 2, 5, 4, 0.500000, 1.000000, stable, 0.000348
619, 3, 5, 6, 0.500000, 0.500000, stable, 0.000356
620, 3, 6, 6, 0.600000, 0.500000, stable, 0.000518
621, 3, 5, 6, 0.500000, 0.500000, stable, 0.000286
622, 5, 6, 4, 0.600000, 1.000000, stable, 0.000316
623, 8, 6, 0, 0.600000, 0.000000, empty, 0.000757
624, 18, 7, 24, 0.700000, 0.142012, stable, 0.000912
625, 1, 4, 0, 0.400000, 0.000000, empty, 0.000279
626, 2, 5, 4, 0.500000, 1.000000, stable, 0.000376
627, 2, 5, 4, 0.500000, 1.000000, stable, 0.000230
628, 2, 6, 4, 0.600000, 1.000000, stable, 0.000350
629, 2, 5, 0, 0.500000, 0.000000, empty, 0.000319
630, 4, 6, 6, 0.600000, 0.500000, stable, 0.000569
631, 3, 6, 8, 0.600000, 0.500000, stable, 0.000447
632, 5, 7, 5, 0.700000, 0.555556, stable, 0.000383
633, 2, 5, 4, 0.500000, 1.000000, stable, 0.000357
634, 2, 6, 8, 0.600000, 0.800000, stable, 0.000346
635, 11, 6, 0, 0.600000, 0.000000, empty, 0.000476
636, 11, 7, 0, 0.700000, 0.000000, empty, 0.000583
637, 8, 6, 0, 0.600000, 0.000000, empty, 0.000824
638, 174, 7, 12, 0.700000, 0.133333, stable, 0.006453
639, 5, 7, 3, 0.700000, 1.000000, period_2, 0.000397
640, 43, 8, 6, 0.800000, 0.085714, period_2, 0.001883
641, 1, 2, 0, 0.666667, 0.000000, empty, 0.000293
642, 1, 3, 0, 0.300000, 0.000000, empty, 0.000239
643, 1, 3, 0, 0.375000, 0.000000, empty, 0.000244
644, 2, 4, 0, 0.400000, 0.000000, empty, 0.000250
645, 2, 3, 0, 0.500000, 0.000000, empty, 0.000282
646, 2, 4, 0, 0.400000, 0.000000, empty, 0.000245
647, 3, 4, 6, 0.500000, 0.500000, stable, 0.000388
648, 5, 5, 0, 0.500000, 0.000000, empty, 0.000349
649, 2, 3, 0, 0.500000, 0.000000, empty, 0.000366
650, 2, 4, 0, 0.400000, 0.000000, empty, 0.000374
651, 2, 4, 4, 0.500000, 1.000000, stable, 0.000332
652, 3, 5, 6, 0.500000, 0.500000, stable, 0.000420
653, 3, 4, 4, 0.666667, 1.000000, stable, 0.000652
654, 5, 5, 0, 0.500000, 0.000000, empty, 0.000306
655, 5, 5, 8, 0.625000, 0.500000, stable, 0.000432
656, 5, 6, 8, 0.600000, 0.500000, stable, 0.000702
657, 2, 3, 0, 0.500000, 0.000000, empty, 0.000411
658, 2, 4, 0, 0.400000, 0.000000, empty, 0.000561
659, 2, 4, 0, 0.500000, 0.000000, empty, 0.000381
660, 2, 5, 0, 0.500000, 0.000000, empty, 0.000275
661, 1, 4, 0, 0.666667, 0.000000, empty, 0.000288
662, 2, 5, 0, 0.500000, 0.000000, empty, 0.000227
663, 2, 5, 4, 0.625000, 1.000000, stable, 0.000247
664, 4, 6, 6, 0.600000, 0.500000, stable, 0.000305
665, 3, 4, 4, 0.666667, 1.000000, stable, 0.000321
666, 3, 5, 4, 0.500000, 1.000000, stable, 0.000270
667, 5, 5, 0, 0.625000, 0.000000, empty, 0.000287
668, 5, 6, 4, 0.600000, 1.000000, stable, 0.000334
669, 4, 5, 0, 0.833333, 0.000000, empty, 0.000339
670, 5, 6, 5, 0.600000, 0.555556, stable, 0.000325
671, 5, 6, 4, 0.750000, 1.000000, stable, 0.000383
672, 9, 7, 5, 0.700000, 0.555556, , 0.000452
673, 1, 3, 0, 0.600000, 0.000000, empty, 0.000233
674, 2, 4, 0, 0.400000, 0.000000, empty, 0.000267
675, 2, 4, 0, 0.400000, 0.000000, empty, 0.000225
676, 3, 5, 4, 0.500000, 1.000000, stable, 0.000267
677, 2, 4, 0, 0.400000, 0.000000, empty, 0.000228
678, 2, 5, 0, 0.500000, 0.000000, empty, 0.000217
679, 5, 5, 0, 0.500000, 0.000000, empty, 0.000347
680, 5, 6, 5, 0.600000, 0.555556, stable, 0.000401
681, 2, 4, 0, 0.400000, 0.000000, empty, 0.000226
682, 2, 5, 0, 0.500000, 0.000000, empty, 0.000307
683, 3, 5, 6, 0.500000, 0.500000, stable, 0.000274
684, 5, 6, 4, 0.600000, 1.000000, stable, 0.000450
685, 5, 5, 0, 0.500000, 0.000000, empty, 0.000472
686, 3, 6, 4, 0.600000, 1.000000, stable, 0.000311
687, 9, 6, 12, 0.600000, 0.244898, period_2, 0.000587
688, 16, 7, 0, 0.700000, 0.000000, empty, 0.001510
689, 2, 4, 0, 0.400000, 0.000000, empty, 0.000216
690, 2, 5, 0, 0.500000, 0.000000, empty, 0.000285
691, 2, 5, 0, 0.500000, 0.000000, empty, 0.000225
692, 4, 6, 6, 0.600000, 0.500000, stable, 0.000314
693, 2, 5, 0, 0.500000, 0.000000, empty, 0.000471
694, 1, 6, 0, 0.600000, 0.000000, empty, 0.000216
695, 3, 6, 4, 0.600000, 1.000000, stable, 0.000243
696, 4, 7, 0, 0.700000, 0.000000, empty, 0.000239
697, 3, 5, 4, 0.500000, 1.000000, stable, 0.000261
698, 4, 6, 6, 0.600000, 0.500000, stable, 0.000303
699, 5, 6, 4, 0.600000, 1.000000, stable, 0.000311
700, 11, 7, 12, 0.700000, 0.244898, period_2, 0.000610
701, 5, 6, 5, 0.600000, 0.555556, stable, 0.000372
702, 4, 7, 0, 0.700000, 0.000000, empty, 0.000277
703, 16, 7, 0, 0.700000, 0.000000, empty, 0.000594
704, 10, 8, 12, 0.800000, 0.244898, period_2, 0.000615
705, 1, 3, 0, 0.750000, 0.000000, empty, 0.000173
706, 2, 4, 0, 0.400000, 0.000000, empty, 0.000195
707, 2, 4, 4, 0.500000, 1.000000, stable, 0.000255
708, 3, 5, 6, 0.500000, 0.500000, stable, 0.000246
709, 3, 4, 6, 0.500000, 0.500000, stable, 0.000398
710, 5, 5, 0, 0.500000, 0.000000, empty, 0.000407
711, 3, 5, 6, 0.625000, 0.500000, stable, 0.000588
712, 5, 6, 5, 0.600000, 0.555556, stable, 0.000465
713, 2, 4, 4, 0.500000, 1.000000, stable, 0.000350
714, 3, 5, 6, 0.500000, 0.500000, stable, 0.000329
715, 5, 5, 0, 0.625000, 0.000000, empty, 0.000519
716, 5, 6, 4, 0.600000, 1.000000, stable, 0.000507
717, 5, 5, 0, 0.625000, 0.000000, empty, 0.000394
718, 4, 6, 6, 0.600000, 0.500000, stable, 0.000420
719, 4, 6, 0, 0.750000, 0.000000, empty, 0.000288
720, 5, 7, 4, 0.700000, 1.000000, stable, 0.000304
721, 2, 4, 0, 0.500000, 0.000000, empty, 0.000369
722, 2, 5, 0, 0.500000, 0.000000, empty, 0.000340
723, 3, 5, 6, 0.625000, 0.500000, stable, 0.000419
724, 3, 6, 8, 0.600000, 0.500000, stable, 0.000421
725, 2, 5, 4, 0.625000, 1.000000, stable, 0.000417
726, 3, 6, 4, 0.600000, 1.000000, stable, 0.000643
727, 2, 6, 4, 0.750000, 1.000000, stable, 0.000375
728, 4, 7, 0, 0.700000, 0.000000, empty, 0.000354
729, 5, 5, 0, 0.625000, 0.000000, empty, 0.000477
730, 5, 6, 4, 0.600000, 1.000000, stable, 0.000391
731, 1, 6, 6, 0.750000, 0.750000, stable, 0.000324
732, 18, 7, 3, 0.700000, 1.000000, period_2, 0.001242
733, 5, 6, 5, 0.750000, 0.555556, stable, 0.000542
734, 9, 7, 0, 0.700000, 0.000000, empty, 0.000615
735, 4, 7, 4, 0.875000, 1.000000, stable, 0.000314
736, 16, 8, 12, 0.800000, 0.244898, period_2, 0.000713
737, 4, 4, 3, 0.800000, 1.000000, period_2, 0.000358
738, 4, 5, 6, 0.500000, 0.500000, stable, 0.000354
739, 11, 5, 12, 0.500000, 0.244898, period_2, 0.000541
740, 4, 6, 0, 0.600000, 0.000000, empty, 0.000333
741, 5, 5, 0, 0.500000, 0.000000, empty, 0.000378
742, 5, 6, 5, 0.600000, 0.555556, stable, 0.000436
743, 5, 6, 5, 0.600000, 0.555556, stable, 0.000432
744, 3, 7, 8, 0.700000, 0.500000, stable, 0.000312
745, 8, 5, 0, 0.500000, 0.000000, empty, 0.000478
746, 8, 6, 0, 0.600000, 0.000000, empty, 0.000773
747, 5, 6, 3, 0.600000, 1.000000, period_2, 0.000494
748, 13, 7, 3, 0.700000, 1.000000, period_2, 0.000787
749, 4, 6, 7, 0.600000, 0.437500, stable, 0.000323
750, 9, 7, 0, 0.700000, 0.000000, empty, 0.000462
751, 4, 7, 4, 0.700000, 1.000000, stable, 0.000397
752, 3, 8, 6, 0.800000, 0.666667, stable, 0.000419
753, 4, 5, 0, 0.500000, 0.000000, empty, 0.000524
754, 177, 6, 55, 0.600000, 0.037749, period_2, 0.006361
755, 17, 6, 0, 0.600000, 0.000000, empty, 0.000799
756, 5, 7, 5, 0.700000, 0.555556, stable, 0.000666
757, 4, 6, 6, 0.600000, 0.500000, stable, 0.000406
758, 4, 7, 0, 0.700000, 0.000000, empty, 0.000344
759, 4, 7, 0, 0.700000, 0.000000, empty, 0.000445
760, 2, 8, 6, 0.800000, 0.500000, stable, 0.000333
761, 2500, 6, 33, 0.600000, 0.000827, timeout, 0.111709
762, 174, 7, 12, 0.700000, 0.133333, stable, 0.004779
763, 52, 7, 19, 0.700000, 0.113095, stable, 0.001590
764, 17, 8, 3, 0.800000, 1.000000, period_2, 0.000813
765, 16, 7, 3, 0.700000, 1.000000, period_2, 0.000673
766, 6, 8, 0, 0.800000, 0.000000, empty, 0.000437
767, 7, 8, 0, 0.800000, 0.000000, empty, 0.000488
768, 8, 9, 7, 0.900000, 0.437500, stable, 0.000499
769, 1, 2, 0, 1.000000, 0.000000, empty, 0.000269
770, 1, 3, 0, 0.300000, 0.000000, empty, 0.000336
771, 1, 3, 0, 0.375000, 0.000000, empty, 0.000288
772, 1, 4, 0, 0.400000, 0.000000, empty, 0.000281
773, 2, 3, 0, 0.500000, 0.000000, empty, 0.000312
774, 2, 4, 0, 0.400000, 0.000000, empty, 0.000456
775, 2, 4, 4, 0.500000, 1.000000, stable, 0.000385
776, 8, 5, 0, 0.500000, 0.000000, empty, 0.000413
777, 2, 3, 4, 0.750000, 1.000000, stable, 0.000218
778, 2, 4, 4, 0.400000, 1.000000, stable, 0.000376
779, 3, 4, 6, 0.500000, 0.500000, stable, 0.000302
780, 3, 5, 6, 0.500000, 0.500000, stable, 0.000341
781, 3, 4, 6, 0.666667, 0.500000, stable, 0.000447
782, 3, 5, 6, 0.500000, 0.500000, stable, 0.000437
783, 5, 5, 0, 0.625000, 0.000000, empty, 0.000462
784, 4, 6, 0, 0.600000, 0.000000, empty, 0.001002
785, 2, 3, 4, 0.750000, 1.000000, stable, 0.000280
786, 2, 4, 4, 0.400000, 1.000000, stable, 0.000292
787, 2, 4, 4, 0.500000, 1.000000, stable, 0.000296
788, 2, 5, 4, 0.500000, 1.000000, stable, 0.000273
789, 3, 4, 4, 0.666667, 1.000000, stable, 0.000306
790, 3, 5, 4, 0.500000, 1.000000, stable, 0.000312
791, 5, 5, 0, 0.625000, 0.000000, empty, 0.000371
792, 2500, 6, 33, 0.600000, 0.000827, timeout, 0.111053
793, 1, 4, 4, 1.000000, 1.000000, stable, 0.000299
794, 2, 5, 4, 0.500000, 1.000000, stable, 0.000341
795, 3, 5, 6, 0.625000, 0.500000, stable, 0.000289
796, 3, 6, 6, 0.600000, 0.500000, stable, 0.000395
797, 4, 5, 0, 0.833333, 0.000000, empty, 0.000479
798, 4, 6, 0, 0.600000, 0.000000, empty, 0.106656
799, 3, 6, 5, 0.750000, 0.555556, stable, 0.018730
800, 18, 7, 24, 0.700000, 0.142012, stable, 0.001760
801, 1, 3, 0, 0.600000, 0.000000, empty, 0.004778
802, 1, 4, 0, 0.400000, 0.000000, empty, 0.000225
803, 1, 4, 0, 0.400000, 0.000000, empty, 0.061612
804, 2, 5, 4, 0.500000, 1.000000, stable, 0.023982
805, 2, 4, 0, 0.400000, 0.000000, empty, 0.013903
806, 2, 5, 0, 0.500000, 0.000000, empty, 0.000451
807, 3, 5, 6, 0.500000, 0.500000, stable, 0.000493
808, 8, 6, 0, 0.600000, 0.000000, empty, 0.000490
809, 2, 4, 4, 0.400000, 1.000000, stable, 0.000329
810, 2, 5, 4, 0.500000, 1.000000, stable, 0.000303
811, 3, 5, 6, 0.500000, 0.500000, stable, 0.000312
812, 11, 6, 0, 0.600000, 0.000000, empty, 0.000503
813, 3, 5, 6, 0.500000, 0.500000, stable, 0.000305
814, 3, 6, 8, 0.600000, 0.500000, stable, 0.000382
815, 8, 6, 0, 0.600000, 0.000000, empty, 0.000771
816, 5, 7, 3, 0.700000, 1.000000, period_2, 0.000394
817, 2, 4, 4, 0.400000, 1.000000, stable, 0.000273
818, 2, 5, 4, 0.500000, 1.000000, stable, 0.000336
819, 2, 5, 4, 0.500000, 1.000000, stable, 0.000290
820, 2, 6, 8, 0.600000, 0.800000, stable, 0.000360
821, 3, 5, 4, 0.500000, 1.000000, stable, 0.000680
822, 4, 6, 6, 0.600000, 0.500000, stable, 0.000494
823, 5, 6, 4, 0.600000, 1.000000, stable, 0.000371
824, 174, 7, 12, 0.700000, 0.133333, stable, 0.005996
825, 2, 5, 4, 0.500000, 1.000000, stable, 0.000284
826, 2, 6, 4, 0.600000, 1.000000, stable, 0.000324
827, 3, 6, 6, 0.600000, 0.500000, stable, 0.000308
828, 11, 7, 0, 0.700000, 0.000000, empty, 0.000621
829, 4, 6, 0, 0.600000, 0.000000, empty, 0.000331
830, 5, 7, 5, 0.700000, 0.555556, stable, 0.000491
831, 18, 7, 24, 0.700000, 0.142012, stable, 0.000800
832, 42, 8, 6, 0.800000, 0.085714, period_2, 0.001629
833, 1, 3, 0, 0.750000, 0.000000, empty, 0.000335
834, 1, 4, 0, 0.400000, 0.000000, empty, 0.000160
835, 2, 4, 0, 0.500000, 0.000000, empty, 0.000310
836, 3, 5, 6, 0.500000, 0.500000, stable, 0.000314
837, 2, 4, 4, 0.500000, 1.000000, stable, 0.000278
838, 3, 5, 6, 0.500000, 0.500000, stable, 0.000291
839, 5, 5, 0, 0.625000, 0.000000, empty, 0.000344
840, 5, 6, 3, 0.600000, 1.000000, period_2, 0.000443
841, 3, 4, 6, 0.500000, 0.500000, stable, 0.000462
842, 3, 5, 6, 0.500000, 0.500000, stable, 0.000394
843, 2, 5, 4, 0.625000, 1.000000, stable, 0.000374
844, 2, 6, 8, 0.600000, 0.800000, stable, 0.000250
845, 5, 5, 0, 0.625000, 0.000000, empty, 0.000309
846, 5, 6, 4, 0.600000, 1.000000, stable, 0.000304
847, 5, 6, 5, 0.750000, 0.555556, stable, 0.000359
848, 7, 7, 6, 0.700000, 0.500000, stable, 0.000399
849, 2, 4, 4, 0.500000, 1.000000, stable, 0.000313
850, 2, 5, 4, 0.500000, 1.000000, stable, 0.000339
851, 3, 5, 6, 0.625000, 0.500000, stable, 0.000274
852, 11, 6, 0, 0.600000, 0.000000, empty, 0.000546
853, 5, 5, 0, 0.625000, 0.000000, empty, 0.000367
854, 5, 6, 4, 0.600000, 1.000000, stable, 0.001988
855, 1, 6, 6, 0.750000, 0.750000, stable, 0.000248
856, 52, 7, 19, 0.700000, 0.113095, stable, 0.001941
857, 3, 5, 6, 0.625000, 0.500000, stable, 0.000320
858, 3, 6, 6, 0.600000, 0.500000, stable, 0.000335
859, 2, 6, 4, 0.750000, 1.000000, stable, 0.000309
860, 2, 7, 8, 0.700000, 0.800000, stable, 0.000548
861, 4, 6, 0, 0.750000, 0.000000, empty, 0.000333
862, 13, 7, 3, 0.700000, 1.000000, period_2, 0.000809
863, 4, 7, 4, 0.875000, 1.000000, stable, 0.000378
864, 7, 8, 0, 0.800000, 0.000000, empty, 0.000439
865, 1, 4, 0, 0.800000, 0.000000, empty, 0.000523
866, 2, 5, 4, 0.500000, 1.000000, stable, 0.000267
867, 3, 5, 6, 0.500000, 0.500000, stable, 0.000368
