id, number_of_iterations, initial_pop, final_pop, initial_density, final_density, end_status, elapsed_time
20092, 8, 10, 6, 0.666667, 0.500000, stable, 0.000997
20093, 15, 9, 6, 0.600000, 0.500000, stable, 0.000553
20094, 30, 10, 3, 0.666667, 1.000000, period_2, 0.000972
20095, 5, 10, 4, 0.666667, 1.000000, stable, 0.000297
20096, 12, 11, 0, 0.733333, 0.000000, empty, 0.000460
20097, 2, 5, 0, 0.500000, 0.000000, empty, 0.000472
20098, 3, 6, 0, 0.400000, 0.000000, empty, 0.001322
20099, 6, 6, 0, 0.400000, 0.000000, empty, 0.000701
20100, 5, 7, 0, 0.466667, 0.000000, empty, 0.000636
20101, 4, 6, 4, 0.400000, 1.000000, stable, 0.000628
20102, 3, 7, 6, 0.466667, 0.500000, stable, 0.000560
20103, 15, 7, 0, 0.466667, 0.000000, empty, 0.001170
20104, 6, 8, 3, 0.533333, 1.000000, period_2, 0.000311
20105, 6, 6, 0, 0.400000, 0.000000, empty, 0.000279
20106, 4, 7, 7, 0.466667, 0.437500, stable, 0.000638
20107, 177, 7, 55, 0.466667, 0.037749, period_2, 0.010144
20108, 15, 8, 0, 0.533333, 0.000000, empty, 0.000715
20109, 3, 7, 6, 0.466667, 0.500000, stable, 0.000247
20110, 45, 8, 8, 0.533333, 0.800000, stable, 0.001428
20111, 19, 8, 24, 0.533333, 0.142012, stable, 0.001738
20112, 6, 9, 6, 0.600000, 0.500000, stable, 0.000295
20113, 2500, 6, 161, 0.400000, 0.000254, timeout, 0.620933
20114, 14, 7, 12, 0.466667, 0.244898, period_2, 0.000810
20115, 19, 7, 24, 0.466667, 0.142012, stable, 0.000796
20116, 18, 8, 24, 0.533333, 0.142012, stable, 0.000756
20117, 4, 7, 6, 0.466667, 0.500000, stable, 0.000661
20118, 19, 8, 24, 0.533333, 0.142012, stable, 0.001794
20119, 54, 8, 12, 0.533333, 0.150000, stable, 0.003053
20120, 11, 9, 0, 0.600000, 0.000000, empty, 0.000429
20121, 9, 7, 3, 0.466667, 1.000000, period_2, 0.000372
20122, 31, 8, 3, 0.533333, 1.000000, period_2, 0.001318
20123, 16, 8, 0, 0.533333, 0.000000, empty, 0.000937
20124, 14, 9, 0, 0.600000, 0.000000, empty, 0.000472
20125, 23, 8, 24, 0.533333, 0.142012, stable, 0.000762
20126, 37, 9, 24, 0.600000, 0.142012, stable, 0.001719
20127, 2500, 9, 28, 0.600000, 0.000324, timeout, 0.127650
20128, 12, 10, 3, 0.666667, 1.000000, period_2, 0.000471
20129, 4, 6, 6, 0.600000, 0.500000, stable, 0.000556
20130, 7, 7, 0, 0.466667, 0.000000, empty, 0.000335
20131, 21, 7, 24, 0.466667, 0.142012, stable, 0.000740
20132, 21, 8, 24, 0.533333, 0.142012, stable, 0.000669
20133, 20, 7, 24, 0.466667, 0.142012, stable, 0.001363
20134, 108, 8, 15, 0.533333, 0.059524, period_2, 0.004179
20135, 51, 8, 0, 0.533333, 0.000000, empty, 0.002417
20136, 28, 9, 4, 0.600000, 1.000000, stable, 0.001359
20137, 16, 7, 3, 0.466667, 1.000000, period_2, 0.001883
20138, 17, 8, 10, 0.533333, 0.312500, stable, 0.001458
20139, 43, 8, 0, 0.533333, 0.000000, empty, 0.003301
20140, 9, 9, 0, 0.600000, 0.000000, empty, 0.000399
20141, 43, 8, 0, 0.533333, 0.000000, empty, 0.001329
20142, 243, 9, 50, 0.600000, 0.034014, period_2, 0.015026
20143, 2500, 9, 39, 0.600000, 0.000689, timeout, 0.110771
20144, 16, 10, 8, 0.666667, 0.181818, stable, 0.000694
20145, 14, 7, 0, 0.466667, 0.000000, empty, 0.001104
20146, 20, 8, 0, 0.533333, 0.000000, empty, 0.000660
20147, 17, 8, 10, 0.533333, 0.312500, stable, 0.001582
20148, 31, 9, 48, 0.600000, 0.284024, period_3, 0.001037
20149, 12, 8, 0, 0.533333, 0.000000, empty, 0.000609
20150, 9, 9, 6, 0.600000, 0.500000, stable, 0.000657
20151, 11, 9, 3, 0.600000, 1.000000, period_2, 0.001293
20152, 26, 10, 4, 0.666667, 1.000000, stable, 0.001592
20153, 96, 8, 17, 0.533333, 0.042607, period_2, 0.007139
20154, 10, 9, 0, 0.600000, 0.000000, empty, 0.000728
20155, 11, 9, 0, 0.600000, 0.000000, empty, 0.000439
20156, 30, 10, 24, 0.666667, 0.142012, stable, 0.001108
20157, 2500, 9, 41, 0.600000, 0.000832, timeout, 0.110120
20158, 9, 10, 12, 0.666667, 0.214286, stable, 0.000421
20159, 74, 10, 17, 0.666667, 0.134921, stable, 0.005558
20160, 55, 11, 3, 0.733333, 1.000000, period_2, 0.004112
20161, 3, 6, 8, 0.600000, 0.500000, stable, 0.000581
20162, 18, 7, 0, 0.466667, 0.000000, empty, 0.001560
20163, 2500, 7, 19, 0.466667, 0.000509, timeout, 0.105793
20164, 38, 8, 48, 0.533333, 0.284024, period_3, 0.001176
20165, 17, 7, 12, 0.466667, 0.244898, period_2, 0.001082
20166, 6, 8, 0, 0.533333, 0.000000, empty, 0.000299
20167, 2500, 8, 161, 0.533333, 0.000253, timeout, 3.240573
20168, 175, 9, 55, 0.600000, 0.037749, period_2, 0.008499
20169, 2500, 7, 33, 0.466667, 0.000827, timeout, 0.109192
20170, 19, 8, 0, 0.533333, 0.000000, empty, 0.000701
20171, 110, 8, 15, 0.533333, 0.058824, period_2, 0.005698
20172, 9, 9, 0, 0.600000, 0.000000, empty, 0.000386
20173, 53, 8, 12, 0.533333, 0.150000, stable, 0.002504
20174, 5, 9, 0, 0.600000, 0.000000, empty, 0.000265
20175, 15, 9, 8, 0.600000, 0.500000, stable, 0.001374
20176, 10, 10, 3, 0.666667, 1.000000, period_2, 0.000812
20177, 13, 7, 6, 0.466667, 0.500000, stable, 0.001316
20178, 8, 8, 0, 0.533333, 0.000000, empty, 0.000370
20179, 32, 8, 3, 0.533333, 1.000000, period_2, 0.001290
20180, 5, 9, 0, 0.600000, 0.000000, empty, 0.000606
20181, 126, 8, 15, 0.533333, 0.058824, period_2, 0.006362
20182, 4, 9, 0, 0.600000, 0.000000, empty, 0.000254
20183, 9, 9, 0, 0.600000, 0.000000, empty, 0.000924
20184, 180, 10, 55, 0.666667, 0.037749, period_2, 0.005739
20185, 2500, 8, 94, 0.533333, 0.001050, timeout, 0.126047
20186, 110, 9, 17, 0.600000, 0.103030, stable, 0.003131
20187, 29, 9, 10, 0.600000, 0.178571, stable, 0.001081
20188, 50, 10, 6, 0.666667, 0.500000, stable, 0.002680
20189, 2500, 9, 65, 0.600000, 0.000910, timeout, 0.114633
20190, 72, 10, 16, 0.666667, 0.069565, stable, 0.002418
20191, 2500, 10, 492, 0.666667, 0.000919, timeout, 0.276819
20192, 11, 11, 0, 0.733333, 0.000000, empty, 0.000830
20193, 5, 7, 5, 0.700000, 0.555556, stable, 0.000402
20194, 15, 8, 3, 0.533333, 1.000000, period_2, 0.001388
20195, 46, 8, 6, 0.533333, 0.352941, period_2, 0.001278
20196, 17, 9, 12, 0.600000, 0.244898, period_2, 0.001500
20197, 5, 8, 0, 0.533333, 0.000000, empty, 0.000509
20198, 17, 9, 12, 0.600000, 0.244898, period_2, 0.000587
20199, 2, 9, 0, 0.600000, 0.000000, empty, 0.000375
20200, 7, 10, 4, 0.666667, 1.000000, stable, 0.000335
20201, 16, 8, 3, 0.533333, 1.000000, period_2, 0.000685
20202, 11, 9, 8, 0.600000, 0.571429, stable, 0.001135
20203, 3, 9, 0, 0.600000, 0.000000, empty, 0.000236
20204, 32, 10, 12, 0.666667, 0.244898, period_2, 0.002496
20205, 5, 9, 3, 0.600000, 1.000000, period_2, 0.000624
20206, 4, 10, 0, 0.666667, 0.000000, empty, 0.000299
20207, 5, 10, 6, 0.666667, 0.500000, stable, 0.000768
20208, 10, 11, 3, 0.733333, 1.000000, period_2, 0.001025
20209, 68, 8, 16, 0.533333, 0.069565, stable, 0.002043
20210, 31, 9, 8, 0.600000, 0.800000, stable, 0.002460
20211, 48, 9, 12, 0.600000, 0.244898, period_2, 0.001698
20212, 7, 10, 6, 0.666667, 0.500000, stable, 0.000648
20213, 4, 9, 7, 0.600000, 0.437500, stable, 0.000507
20214, 33, 10, 12, 0.666667, 0.244898, period_2, 0.002694
20215, 5, 10, 4, 0.666667, 1.000000, stable, 0.000446
20216, 15, 11, 6, 0.733333, 0.375000, period_2, 0.000537
20217, 66, 9, 16, 0.600000, 0.123077, period_2, 0.005563
20218, 8, 10, 5, 0.666667, 0.555556, stable, 0.000922
20219, 8, 10, 0, 0.666667, 0.000000, empty, 0.000497
20220, 30, 11, 18, 0.733333, 0.171429, stable, 0.002428
20221, 14, 10, 12, 0.666667, 0.244898, period_2, 0.000531
20222, 6, 11, 0, 0.733333, 0.000000, empty, 0.000717
20223, 12, 11, 12, 0.733333, 0.244898, period_2, 0.000487
20224, 2500, 12, 47, 0.800000, 0.000397, timeout, 0.137288
20225, 2, 5, 4, 0.500000, 1.000000, stable, 0.000316
20226, 4, 6, 6, 0.400000, 0.500000, stable, 0.000652
20227, 19, 6, 24, 0.400000, 0.142012, stable, 0.001255
20228, 5, 7, 0, 0.466667, 0.000000, empty, 0.000663
20229, 4, 6, 0, 0.400000, 0.000000, empty, 0.000251
20230, 5, 7, 8, 0.466667, 0.500000, stable, 0.000412
20231, 5, 7, 0, 0.466667, 0.000000, empty, 0.000729
20232, 6, 8, 3, 0.533333, 1.000000, period_2, 0.000742
20233, 11, 6, 12, 0.400000, 0.244898, period_2, 0.000678
20234, 7, 7, 3, 0.466667, 1.000000, period_2, 0.000359
20235, 54, 7, 12, 0.466667, 0.150000, stable, 0.004118
20236, 8, 8, 0, 0.533333, 0.000000, empty, 0.000371
20237, 15, 7, 0, 0.466667, 0.000000, empty, 0.000486
20238, 2500, 8, 161, 0.533333, 0.000255, timeout, 0.626495
20239, 2500, 8, 39, 0.533333, 0.000686, timeout, 0.135949
20240, 5, 9, 0, 0.600000, 0.000000, empty, 0.000258
20241, 11, 6, 12, 0.400000, 0.244898, period_2, 0.000440
20242, 15, 7, 12, 0.466667, 0.244898, period_2, 0.000539
20243, 5, 7, 6, 0.466667, 0.857143, period_2, 0.000282
20244, 15, 8, 0, 0.533333, 0.000000, empty, 0.000879
20245, 54, 7, 12, 0.466667, 0.150000, stable, 0.002374
20246, 177, 8, 55, 0.533333, 0.037749, period_2, 0.005718
20247, 177, 8, 55, 0.533333, 0.037749, period_2, 0.006075
20248, 71, 9, 17, 0.600000, 0.134921, stable, 0.002111
20249, 2, 7, 6, 0.466667, 0.500000, stable, 0.000257
20250, 197, 8, 30, 0.533333, 0.046512, period_2, 0.005741
20251, 18, 8, 0, 0.533333, 0.000000, empty, 0.000677
20252, 8, 9, 0, 0.600000, 0.000000, empty, 0.000507
20253, 12, 8, 3, 0.533333, 1.000000, period_2, 0.000879
20254, 7, 9, 0, 0.600000, 0.000000, empty, 0.000821
20255, 14, 9, 10, 0.600000, 0.277778, stable, 0.001238
20256, 275, 10, 30, 0.666667, 0.058594, period_2, 0.013717
20257, 2, 6, 8, 0.600000, 0.800000, stable, 0.000217
20258, 6, 7, 0, 0.466667, 0.000000, empty, 0.000370
20259, 18, 7, 3, 0.466667, 1.000000, period_2, 0.000746
20260, 14, 8, 0, 0.533333, 0.000000, empty, 0.001376
20261, 52, 7, 19, 0.466667, 0.113095, stable, 0.001539
20262, 51, 8, 17, 0.533333, 0.087179, period_2, 0.002286
20263, 8, 8, 4, 0.533333, 1.000000, stable, 0.000990
20264, 13, 9, 3, 0.600000, 1.000000, period_2, 0.000511
20265, 4, 7, 0, 0.466667, 0.000000, empty, 0.000266
20266, 9, 8, 3, 0.533333, 1.000000, period_2, 0.000978
20267, 23, 8, 8, 0.533333, 0.166667, period_2, 0.000777
20268, 2500, 9, 87, 0.600000, 0.000377, timeout, 0.168758
20269, 12, 8, 6, 0.533333, 0.500000, stable, 0.005558
20270, 6, 9, 11, 0.600000, 0.343750, stable, 0.000790
20271, 10, 9, 7, 0.600000, 0.437500, stable, 0.000785
20272, 6, 10, 4, 0.666667, 1.000000, stable, 0.000316
20273, 2500, 7, 231, 0.466667, 0.000920, timeout, 0.217044
20274, 34, 8, 12, 0.533333, 0.244898, period_2, 0.000998
20275, 7, 8, 7, 0.533333, 0.500000, period_2, 0.000856
20276, 7, 9, 3, 0.600000, 1.000000, period_2, 0.000350
20277, 2500, 8, 20, 0.533333, 0.000579, timeout, 0.099195
20278, 52, 9, 12, 0.600000, 0.214286, stable, 0.001529
20279, 2500, 9, 136, 0.600000, 0.000469, timeout, 0.179998
20280, 17, 10, 7, 0.666667, 0.318182, period_2, 0.000597
20281, 14, 8, 0, 0.533333, 0.000000, empty, 0.001230
20282, 9, 9, 9, 0.600000, 0.257143, stable, 0.000409
20283, 71, 9, 16, 0.600000, 0.069565, stable, 0.005592
20284, 10, 10, 0, 0.666667, 0.000000, empty, 0.000409
20285, 19, 9, 0, 0.600000, 0.000000, empty, 0.000641
20286, 6, 10, 7, 0.666667, 0.437500, stable, 0.000791
20287, 17, 10, 12, 0.666667, 0.166667, stable, 0.001409
20288, 18, 11, 4, 0.733333, 1.000000, stable, 0.001518
20289, 11, 6, 0, 0.600000, 0.000000, empty, 0.000393
20290, 8, 7, 8, 0.466667, 0.800000, stable, 0.000470
20291, 29, 7, 0, 0.466667, 0.000000, empty, 0.000886
20292, 10, 8, 4, 0.533333, 1.000000, stable, 0.001043
20293, 9, 7, 0, 0.466667, 0.000000, empty, 0.001831
20294, 16, 8, 6, 0.533333, 0.500000, stable, 0.000638
20295, 16, 8, 6, 0.533333, 0.500000, stable, 0.000530
20296, 2500, 9, 224, 0.600000, 0.000548, timeout, 0.258444
20297, 68, 7, 17, 0.466667, 0.134921, stable, 0.002296
20298, 14, 8, 9, 0.533333, 0.166667, stable, 0.001325
20299, 15, 8, 0, 0.533333, 0.000000, empty, 0.000755
20300, 99, 9, 16, 0.600000, 0.069565, stable, 0.004012
20301, 242, 8, 50, 0.533333, 0.034014, period_2, 0.013925
20302, 12, 9, 4, 0.600000, 1.000000, stable, 0.000448
20303, 12, 9, 4, 0.600000, 1.000000, stable, 0.000912
20304, 22, 10, 3, 0.666667, 1.000000, period_2, 0.000693
20305, 29, 7, 0, 0.466667, 0.000000, empty, 0.001270
20306, 293, 8, 23, 0.533333, 0.041667, stable, 0.014155
20307, 2500, 8, 101, 0.533333, 0.000904, timeout, 0.164680
20308, 35, 9, 48, 0.600000, 0.284024, period_3, 0.001056
20309, 9, 8, 4, 0.533333, 1.000000, stable, 0.000381
20310, 9, 9, 4, 0.600000, 1.000000, stable, 0.000975
20311, 9, 9, 4, 0.600000, 1.000000, stable, 0.000403
20312, 2500, 10, 41, 0.666667, 0.000297, timeout, 0.148821
20313, 242, 8, 50, 0.533333, 0.034014, period_2, 0.014136
20314, 42, 9, 4, 0.600000, 0.444444, stable, 0.004233
20315, 6, 9, 0, 0.600000, 0.000000, empty, 0.000745
20316, 109, 10, 15, 0.666667, 0.059524, period_2, 0.007626
20317, 242, 9, 50, 0.600000, 0.034014, period_2, 0.012882
20318, 12, 10, 4, 0.666667, 1.000000, stable, 0.000648
20319, 12, 10, 4, 0.666667, 1.000000, stable, 0.001094
20320, 32, 11, 12, 0.733333, 0.148148, stable, 0.001856
20321, 11, 7, 0, 0.700000, 0.000000, empty, 0.001048
20322, 26, 8, 0, 0.533333, 0.000000, empty, 0.002120
20323, 10, 8, 4, 0.533333, 1.000000, stable, 0.000405
20324, 243, 9, 50, 0.600000, 0.034014, period_2, 0.008771
20325, 12, 8, 0, 0.533333, 0.000000, empty, 0.000551
20326, 8, 9, 6, 0.600000, 0.500000, stable, 0.000532
20327, 34, 9, 12, 0.600000, 0.244898, period_2, 0.000961
20328, 6, 10, 7, 0.666667, 0.437500, stable, 0.000302
20329, 68, 8, 17, 0.533333, 0.134921, stable, 0.002444
20330, 242, 9, 46, 0.600000, 0.046939, period_2, 0.012426
20331, 99, 9, 16, 0.600000, 0.069565, stable, 0.004010
20332, 2500, 10, 87, 0.666667, 0.000377, timeout, 0.164997
20333, 16, 9, 10, 0.600000, 0.312500, stable, 0.001131
20334, 124, 10, 8, 0.666667, 0.190476, period_2, 0.007830
20335, 14, 10, 3, 0.666667, 1.000000, period_2, 0.000954
20336, 30, 11, 48, 0.733333, 0.284024, period_3, 0.001034
20337, 29, 8, 0, 0.533333, 0.000000, empty, 0.002194
20338, 2500, 9, 41, 0.600000, 0.000812, timeout, 0.111684
20339, 35, 9, 48, 0.600000, 0.284024, period_3, 0.001161
20340, 9, 10, 0, 0.666667, 0.000000, empty, 0.000949
20341, 93, 9, 11, 0.600000, 0.070513, stable, 0.004022
20342, 14, 10, 5, 0.666667, 0.555556, , 0.001226
20343, 12, 10, 0, 0.666667, 0.000000, empty, 0.000465
20344, 13, 11, 4, 0.733333, 1.000000, stable, 0.001289
20345, 242, 9, 50, 0.600000, 0.034014, period_2, 0.013140
20346, 30, 10, 48, 0.666667, 0.284024, period_3, 0.001387
20347, 109, 10, 15, 0.666667, 0.059524, period_2, 0.005741
20348, 10, 11, 0, 0.733333, 0.000000, empty, 0.000749
20349, 16, 10, 10, 0.666667, 0.312500, stable, 0.000602
20350, 124, 11, 8, 0.733333, 0.190476, period_2, 0.003818
20351, 14, 11, 3, 0.733333, 1.000000, period_2, 0.000501
20352, 17, 12, 0, 0.800000, 0.000000, empty, 0.000754
20353, 8, 6, 0, 0.600000, 0.000000, empty, 0.000946
20354, 2500, 7, 28, 0.466667, 0.000334, timeout, 0.145640
20355, 15, 7, 12, 0.466667, 0.244898, period_2, 0.000647
20356, 11, 8, 12, 0.533333, 0.244898, period_2, 0.000420
20357, 7, 7, 0, 0.466667, 0.000000, empty, 0.000287
20358, 9, 8, 0, 0.533333, 0.000000, empty, 0.001168
20359, 5, 8, 3, 0.533333, 1.000000, period_2, 0.000348
20360, 7, 9, 0, 0.600000, 0.000000, empty, 0.000785
20361, 67, 7, 16, 0.466667, 0.069565, stable, 0.005384
20362, 67, 8, 16, 0.533333, 0.069565, stable, 0.003374
20363, 10, 8, 3, 0.533333, 1.000000, period_2, 0.000417
20364, 2500, 9, 161, 0.600000, 0.000256, timeout, 0.586706
20365, 10, 8, 12, 0.533333, 0.244898, period_2, 0.000496
20366, 14, 9, 12, 0.600000, 0.244898, period_2, 0.001311
20367, 22, 9, 18, 0.600000, 0.183673, period_2, 0.001373
20368, 2500, 10, 28, 0.666667, 0.000331, timeout, 0.138444
20369, 10, 7, 0, 0.466667, 0.000000, empty, 0.000754
20370, 40, 8, 6, 0.533333, 0.085714, period_2, 0.001383
20371, 14, 8, 4, 0.533333, 1.000000, stable, 0.000711
20372, 178, 9, 55, 0.600000, 0.037749, period_2, 0.008976
20373, 40, 8, 6, 0.533333, 0.085714, period_2, 0.003098
20374, 178, 9, 55, 0.600000, 0.037749, period_2, 0.013995
20375, 61, 9, 24, 0.600000, 0.115942, period_2, 0.003808
20376, 2500, 10, 28, 0.666667, 0.000335, timeout, 0.139015
20377, 17, 8, 12, 0.533333, 0.244898, period_2, 0.000606
20378, 2500, 9, 51, 0.600000, 0.000797, timeout, 0.117208
20379, 6, 9, 0, 0.600000, 0.000000, empty, 0.000858
20380, 10, 10, 12, 0.666667, 0.244898, period_2, 0.000598
20381, 7, 9, 4, 0.600000, 1.000000, stable, 0.000324
20382, 6, 10, 4, 0.666667, 1.000000, stable, 0.000774
20383, 10, 10, 3, 0.666667, 1.000000, period_2, 0.000420
20384, 24, 11, 3, 0.733333, 1.000000, period_2, 0.002181
20385, 174, 7, 12, 0.700000, 0.133333, stable, 0.008641
20386, 95, 8, 21, 0.533333, 0.067308, stable, 0.005510
20387, 16, 8, 0, 0.533333, 0.000000, empty, 0.001430
20388, 76, 9, 38, 0.600000, 0.082251, period_2, 0.006781
20389, 68, 8, 16, 0.533333, 0.069565, stable, 0.004723
20390, 21, 9, 8, 0.600000, 0.200000, stable, 0.001290
20391, 179, 9, 55, 0.600000, 0.040741, period_2, 0.011721
20392, 71, 10, 6, 0.666667, 0.500000, stable, 0.002848
20393, 9, 8, 6, 0.533333, 0.500000, stable, 0.000376
20394, 24, 9, 10, 0.600000, 0.277778, stable, 0.001446
20395, 22, 9, 9, 0.600000, 0.204545, stable, 0.001357
20396, 12, 10, 4, 0.666667, 1.000000, stable, 0.000692
20397, 2500, 9, 51, 0.600000, 0.000250, timeout, 0.177188
20398, 2500, 10, 9, 0.666667, 0.000236, timeout, 0.097965
20399, 27, 10, 9, 0.666667, 0.257143, period_2, 0.001217
20400, 51, 11, 23, 0.733333, 0.046371, period_2, 0.004281
20401, 10, 8, 6, 0.533333, 0.500000, stable, 0.001027
20402, 48, 9, 6, 0.600000, 0.500000, stable, 0.002528
20403, 2500, 9, 136, 0.600000, 0.000324, timeout, 0.197485
20404, 1878, 10, 68, 0.666667, 0.000390, period_2, 0.103016
20405, 2500, 9, 136, 0.600000, 0.000324, timeout, 0.198769
20406, 2500, 10, 195, 0.666667, 0.000430, timeout, 0.289774
20407, 72, 10, 6, 0.666667, 0.500000, stable, 0.002912
20408, 19, 11, 9, 0.733333, 0.200000, period_2, 0.000939
20409, 33, 9, 12, 0.600000, 0.244898, period_2, 0.002572
20410, 8, 10, 5, 0.666667, 0.555556, stable, 0.000387
20411, 65, 10, 6, 0.666667, 0.250000, period_2, 0.001806
20412, 14, 11, 4, 0.733333, 1.000000, stable, 0.000541
20413, 2500, 10, 12, 0.666667, 0.000370, timeout, 0.102050
20414, 2500, 11, 231, 0.733333, 0.000385, timeout, 0.205160
20415, 7, 11, 10, 0.733333, 0.285714, stable, 0.000467
20416, 2500, 12, 58, 0.800000, 0.001152, timeout, 0.122255
20417, 5, 7, 3, 0.700000, 1.000000, period_2, 0.000346
20418, 23, 8, 18, 0.533333, 0.183673, period_2, 0.001344
20419, 55, 8, 12, 0.533333, 0.150000, stable, 0.002066
20420, 9, 9, 0, 0.600000, 0.000000, empty, 0.000936
20421, 5, 8, 7, 0.533333, 0.437500, stable, 0.000410
20422, 3, 9, 0, 0.600000, 0.000000, empty, 0.000260
20423, 3, 9, 0, 0.600000, 0.000000, empty, 0.000287
20424, 3, 10, 0, 0.666667, 0.000000, empty, 0.000460
20425, 12, 8, 4, 0.533333, 0.444444, stable, 0.000866
20426, 11, 9, 0, 0.600000, 0.000000, empty, 0.000684
20427, 11, 9, 0, 0.600000, 0.000000, empty, 0.001095
20428, 7, 10, 0, 0.666667, 0.000000, empty, 0.000416
20429, 23, 9, 24, 0.600000, 0.142012, stable, 0.000767
20430, 4, 10, 3, 0.666667, 1.000000, period_2, 0.000484
20431, 7, 10, 0, 0.666667, 0.000000, empty, 0.000498
20432, 30, 11, 0, 0.733333, 0.000000, empty, 0.002413
20433, 12, 8, 0, 0.533333, 0.000000, empty, 0.000482
20434, 12, 9, 0, 0.600000, 0.000000, empty, 0.001166
20435, 12, 9, 12, 0.600000, 0.244898, period_2, 0.000544
20436, 12, 10, 12, 0.666667, 0.244898, period_2, 0.000456
20437, 146, 9, 23, 0.600000, 0.043561, period_2, 0.004701
20438, 9, 10, 0, 0.666667, 0.000000, empty, 0.001124
20439, 12, 10, 12, 0.666667, 0.244898, period_2, 0.001424
20440, 12, 11, 12, 0.733333, 0.244898, period_2, 0.001208
20441, 4, 9, 4, 0.600000, 1.000000, stable, 0.000354
20442, 3, 10, 0, 0.666667, 0.000000, empty, 0.000223
20443, 3, 10, 0, 0.666667, 0.000000, empty, 0.000549
20444, 3, 11, 0, 0.733333, 0.000000, empty, 0.000606
20445, 4, 10, 8, 0.666667, 0.444444, stable, 0.000685
20446, 4, 11, 4, 0.733333, 1.000000, stable, 0.000675
20447, 6, 11, 4, 0.733333, 1.000000, stable, 0.000580
20448, 18, 12, 3, 0.800000, 1.000000, period_2, 0.000842
20449, 43, 8, 6, 0.800000, 0.085714, period_2, 0.002299
20450, 9, 9, 6, 0.600000, 0.500000, stable, 0.000397
20451, 6, 9, 4, 0.600000, 1.000000, stable, 0.000374
20452, 4, 10, 6, 0.666667, 0.500000, stable, 0.000295
20453, 3, 9, 0, 0.600000, 0.000000, empty, 0.000239
20454, 6, 10, 3, 0.666667, 1.000000, period_2, 0.000739
20455, 2, 10, 0, 0.666667, 0.000000, empty, 0.000209
20456, 4, 11, 4, 0.733333, 1.000000, stable, 0.000297
20457, 5, 9, 6, 0.600000, 0.500000, stable, 0.000818
20458, 5, 10, 6, 0.666667, 0.500000, stable, 0.000719
20459, 5, 10, 6, 0.666667, 0.500000, stable, 0.000278
20460, 5, 11, 6, 0.733333, 0.500000, stable, 0.000466
20461, 4, 10, 3, 0.666667, 1.000000, period_2, 0.000376
20462, 6, 11, 3, 0.733333, 1.000000, period_2, 0.000318
20463, 6, 11, 6, 0.733333, 0.500000, stable, 0.000796
20464, 2500, 12, 70, 0.800000, 0.000510, timeout, 0.154410
20465, 12, 9, 0, 0.600000, 0.000000, empty, 0.000779
20466, 9, 10, 0, 0.666667, 0.000000, empty, 0.000440
20467, 12, 10, 12, 0.666667, 0.244898, period_2, 0.000786
20468, 12, 11, 12, 0.733333, 0.244898, period_2, 0.000754
20469, 9, 10, 0, 0.666667, 0.000000, empty, 0.000372
20470, 12, 11, 3, 0.733333, 1.000000, period_2, 0.001167
20471, 12, 11, 12, 0.733333, 0.244898, period_2, 0.000478
20472, 18, 12, 10, 0.800000, 0.185185, period_2, 0.001575
20473, 3, 10, 0, 0.666667, 0.000000, empty, 0.000234
20474, 3, 11, 0, 0.733333, 0.000000, empty, 0.000215
20475, 3, 11, 0, 0.733333, 0.000000, empty, 0.000559
20476, 3, 12, 0, 0.800000, 0.000000, empty, 0.000257
20477, 4, 11, 4, 0.733333, 1.000000, stable, 0.000254
20478, 4, 12, 4, 0.800000, 1.000000, stable, 0.000277
20479, 5, 12, 7, 0.800000, 0.437500, stable, 0.000285
20480, 205, 13, 30, 0.866667, 0.047619, period_2, 0.006147
20481, 1, 2, 0, 0.666667, 0.000000, empty, 0.000154
20482, 1, 3, 0, 0.200000, 0.000000, empty, 0.000401
20483, 1, 3, 0, 0.250000, 0.000000, empty, 0.000171
20484, 2, 4, 0, 0.266667, 0.000000, empty, 0.000215
20485, 2, 3, 0, 0.333333, 0.000000, empty, 0.000205
20486, 2, 4, 0, 0.266667, 0.000000, empty, 0.000470
20487, 3, 4, 3, 0.333333, 1.000000, period_2, 0.000227
20488, 3, 5, 0, 0.333333, 0.000000, empty, 0.000210
20489, 2, 3, 0, 0.333333, 0.000000, empty, 0.000190
20490, 2, 4, 0, 0.266667, 0.000000, empty, 0.000465
20491, 2, 4, 0, 0.333333, 0.000000, empty, 0.000334
20492, 3, 5, 3, 0.333333, 1.000000, period_2, 0.000717
20493, 2, 4, 0, 0.444444, 0.000000, empty, 0.000210
20494, 2, 5, 0, 0.333333, 0.000000, empty, 0.000197
20495, 3, 5, 0, 0.416667, 0.000000, empty, 0.000530
20496, 2, 6, 4, 0.400000, 1.000000, stable, 0.000295
20497, 2, 3, 0, 0.333333, 0.000000, empty, 0.000453
20498, 2, 4, 0, 0.266667, 0.000000, empty, 0.000346
20499, 2, 4, 0, 0.333333, 0.000000, empty, 0.000466
20500, 2, 5, 0, 0.333333, 0.000000, empty, 0.000190
20501, 1, 4, 0, 0.444444, 0.000000, empty, 0.000219
20502, 2, 5, 0, 0.333333, 0.000000, empty, 0.000185
20503, 2, 5, 0, 0.416667, 0.000000, empty, 0.000290
20504, 3, 6, 0, 0.400000, 0.000000, empty, 0.000210
20505, 2, 4, 0, 0.444444, 0.000000, empty, 0.000449
20506, 2, 5, 0, 0.333333, 0.000000, empty, 0.000235
20507, 2, 5, 0, 0.416667, 0.000000, empty, 0.000225
20508, 2, 6, 0, 0.400000, 0.000000, empty, 0.000200
